user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_recall,context_precision
What does the free higher education under RA 10931 cover?,"['65 | S T U D E N T M A N U A L Appendix B Excerpt from Republic Act No. 10931, known as the “Universal Access to Quality Tertiary Education Act 2017” RULE II –FREE HIGHER EDUCATION (HE) IN SUCS AND LUCS Section 4. Coverage. All Filipino students, in all courses leading to a bachelor’s degree shall be exempt from paying tuition and other school fees for units enrolled provided they qualify under the admission and retention requirements of the University. Section 6. Exceptions to Free HE. The following students are ineligible to avail of Free Higher Education: 1. Students who have already obtained a Bachelor’s degree or comparable undergraduate degree from any public or private HEI; 2. Students who fail to comply with the admission and/or retention policies of the SUCs or LUCs, provided that the failure to comply with the SUC or LUC’s retention policies results in the student’s permanent disqualification from enrolling in any SUC or LUC; 3. Students who fail to complete their bachelor’s degree or comparable undergraduate degree within a year after the period prescribed in their program: a. Provided that in case of shiftees, any semester wherein the student has availed of the benefits of free higher education will be subtracted from the expected duration of the current program in which the student isenrolled; b. Provided further, that in the case of transferees, any semester wherein the student has availed of any form of government- funded StuFAP shall be subtracted from the expected duration of the current program in which the student is enrolled; c. Provided further, that in the case of returning students and other students who went on a Leave of Absence (LOA), the determination and the computation of their free higher education benefit shall be without prejudice to the most expedient way of completing their studies;', '66 | S T U D E N T M A N U A L d. Provided finally, that the SUCs and LUCs shall decide on the cases that merit the extension of the availment of free higher education; and 4. Students who voluntary opt out of the free higher education provision. Student who are not eligible to avail of the Free Higher Education provision shall be charged tuition and other school fees as determined by the Governing Boards of the SUCs and LUCs. Section 7. Benefits. All students availing themselves of the free higher education provision shall be entitled to: 1. Free tuition for all courses/subjects/classes enrolled during a particular semester/term, as part of the curriculum and is essential to obtaining a degree. This includes approved petitioned classes, but not non-credit within-semester tutorial or review classes, nor review and enhancement classes offered by HEI; 2. Free miscellaneous other school fees, and similar or related fees, which include: a. Library fees; b. Computer fees; c. Laboratory fees; d. School ID fees; e. Athletic fees; f. Admission fees; g. Development fees; h. Guidance fees; i. Handbook fees; j. Entrance fees; k. Registration fees; l. Medical and dental fees m. Cultural fees; and n. Other similar or related fees.', '16 | S T U D E N T M A N U A L Chapter III ACADEMIC POLICIES The University’s Admission and Retention Policies are subject to the provisions of the RA 10931 known as the “Universal Access to Quality Tertiary Education Act of 2017”. In accordance to Section 4 of the Act, All Filipino students who are either currently enrolled at the time of its effectivity, or shall enroll at any time thereafter, may avail of the exemption from paying tuition and other school fees for units enrolled, in courses leading to a bachelor’s degree in any SUC and LUC. 1. ADMISSION AND RETENTION POLICIES The University will implement the provisions of CMO no. 64 s 2017, regarding the policies and guidelines on drug testing for all programs. Old students who will undergo drug testing will be determined through Stratified Random Sampling and with expenses borne by the University. (Please refer to Appendix C, for Policies Guidelines and Procedures for Isabela State University Mandatory Random Drug Testing of Students). A. Admission Policies Criteria Weight Program with Licensure Exam Program without Licensure Exam SHS Card Rating 25% at least 85% at least 75% College Admission Test (CAT) 50% no specific rating required Interview (College level) 25% General Weighted Average at least 50% at least 40% Note: 1. Other requirements/ criteria prescribed by the PSG/CMO of the program and the concerned college may be applied. [Table] |Criteria|Weight|Program with<br>Licensure Exam|Program without<br>Licensure Exam| |---|---|---|---| |SHS Card Rating|25%|at least 85%|at least 75%| |College Admission Test<br>(CAT)|50%|no specific rating required|no specific rating required| |Interview (College<br>level)|25%|25%|25%| |**General Weighted**<br>**Average **||**at least 50%**|**at least 40%**|']","Free higher education under RA 10931 covers tuition and other school fees for Filipino students enrolled in bachelor’s degree courses. Here are some details:

- **Tuition**: Free for all courses/subjects/classes as part of the curriculum, essential to obtaining a degree.
- **Other School Fees**:
    - Library fees
    - Computer fees
    - Laboratory fees
    - School ID fees
    - Athletic fees
    - Admission fees
    - Development fees
    - Guidance fees
    - Handbook fees
    - Entrance fees
    - Registration fees
    - Medical and dental fees
    - Cultural fees

Do you want to know more about the specific requirements for admission under this act?","It covers free tuition for all curriculum subjects enrolled during a term and free miscellaneous and other school fees, including library, computer, laboratory, school ID, athletic, admission, development, guidance, handbook, entrance, registration, medical and dental, and cultural fees.",1.0,0.6920719243101475,1.0,0.9999999999666667
Who is ineligible to avail of free higher education?,"['65 | S T U D E N T M A N U A L Appendix B Excerpt from Republic Act No. 10931, known as the “Universal Access to Quality Tertiary Education Act 2017” RULE II –FREE HIGHER EDUCATION (HE) IN SUCS AND LUCS Section 4. Coverage. All Filipino students, in all courses leading to a bachelor’s degree shall be exempt from paying tuition and other school fees for units enrolled provided they qualify under the admission and retention requirements of the University. Section 6. Exceptions to Free HE. The following students are ineligible to avail of Free Higher Education: 1. Students who have already obtained a Bachelor’s degree or comparable undergraduate degree from any public or private HEI; 2. Students who fail to comply with the admission and/or retention policies of the SUCs or LUCs, provided that the failure to comply with the SUC or LUC’s retention policies results in the student’s permanent disqualification from enrolling in any SUC or LUC; 3. Students who fail to complete their bachelor’s degree or comparable undergraduate degree within a year after the period prescribed in their program: a. Provided that in case of shiftees, any semester wherein the student has availed of the benefits of free higher education will be subtracted from the expected duration of the current program in which the student isenrolled; b. Provided further, that in the case of transferees, any semester wherein the student has availed of any form of government- funded StuFAP shall be subtracted from the expected duration of the current program in which the student is enrolled; c. Provided further, that in the case of returning students and other students who went on a Leave of Absence (LOA), the determination and the computation of their free higher education benefit shall be without prejudice to the most expedient way of completing their studies;']","Students who have already obtained a Bachelor’s degree, those who don’t comply with admission or retention policies, and those who fail to complete their bachelor's degree within the expected timeframe are ineligible for free higher education.

Do you want more details on any specific exception?","Students who already obtained a bachelor's or comparable undergraduate degree, students who fail to comply with the admission or retention policies resulting in permanent disqualification, and students who fail to complete their degree within one year after the period prescribed in their program.",1.0,0.7291576271975365,1.0,0.9999999999
What services are included under Student Welfare Services?,"['43 | S T U D E N T M A N U A L Chapter IV OFFICE OF STUDENT AFFAIRS AND SERVICES (Based on CMO No. 9, s 2013) The Office of Student Affairs and Services provides sets of services that support academic experiences of students in order to attain holistic student development. The University implements the following student services: 1. Student Welfare Services These are basic services and programs needed to ensure and promote the well-being of students. These include Information, Orientation and Awareness, Guidance and Counseling, Career and Placement, Economic Enterprise Development, and Student Handbook Development. a. Information and Orientation Services These are informative activities and materials designed to facilitate student adjustment to life in tertiary/higher education. a.1. Information and Orientation Services This service consists of information materials on institutional mission, vision and goals, academic, rules and regulations, student conduct and discipline, student programs, services and facilities and such other information necessary for student development and should be made available to all students. It also includes regular comprehensive orientation program held for new and continuing students responsive to their needs, including orientation on the dynamics and nature of persons with disabilities, and relevant laws and policies affecting persons with disabilities.', 'Student Welfare Services The Isabela State University, through the Office of Student Affairs and Services (OSAS), provides a comprehensive range of programs and services designed to complement and enhance students’ academic experiences. These include informative activities, guidance and counseling, career and placement assistance, and other peer support initiatives that aim to foster the personal, social, and emotional well-being of all students—particularly those from underrepresented or marginalized groups. The University ensures that every learner, regardless of sex, gender identity and expression, ethnicity, religion, socioeconomic status, or disability, receives equal access to guidance and support. Through academic advising, psychosocial counselling, career development, and inclusive activities, the OSAS promotes holistic student growth and helps build a nurturing campus environment where diversity and inclusion are valued and actively supported. The University implements the following student services: A. Information and Orientation Services These are informative activities and materials designed to facilitate student adjustment to life in tertiary/higher education. This service consists of information materials on institutional mission, vision and goals, academic, rules and regulations, student conduct and discipline, student programs, services and facilities and such other information necessary for student development and should be made available to all students. It also includes regular comprehensive orientation program held for new and continuing students responsive to their needs, including orientation on the dynamics and nature of persons with disabilities, and relevant laws and policies affecting persons with disabilities. An organized, updated, and readily available educational, career, and personal/social materials in different accessible formats are also provided to students. Information materials include statutes affecting students such as: a. R.A. 9262 or Anti-Violence Against Women and Children Act b. Guidelines on drug abuse prevention and control c. R.A. 7877 or the Anti-Sexual Harassment Act of 1995 d. HIV AIDS awareness e. Self-care and healthy lifestyle f. R.A. 9442, particularly on the provision on public ridicule and vilification against persons with disability g. Smoke Free Policy of the University B. Guidance and Counseling Services']","Student Welfare Services at Isabela State University include a variety of programs designed to support students' academic, personal, social, and emotional well-being. These services cover:

- **Information and Orientation Services**: Provide materials and activities that help new and continuing students adjust to university life.
- **Guidance and Counseling Services**: Offer counseling and academic advising to assist with personal and career development.

Would you like more details on a specific service?","Student Welfare Services include Information and Orientation, Guidance and Counseling, Career and Placement, Economic Enterprise Development, and Student Handbook Development.",0.6666666666666666,0.581307969545911,1.0,0.99999999995
What health services does the University provide to students?,"['43 | S T U D E N T M A N U A L Chapter IV OFFICE OF STUDENT AFFAIRS AND SERVICES (Based on CMO No. 9, s 2013) The Office of Student Affairs and Services provides sets of services that support academic experiences of students in order to attain holistic student development. The University implements the following student services: 1. Student Welfare Services These are basic services and programs needed to ensure and promote the well-being of students. These include Information, Orientation and Awareness, Guidance and Counseling, Career and Placement, Economic Enterprise Development, and Student Handbook Development. a. Information and Orientation Services These are informative activities and materials designed to facilitate student adjustment to life in tertiary/higher education. a.1. Information and Orientation Services This service consists of information materials on institutional mission, vision and goals, academic, rules and regulations, student conduct and discipline, student programs, services and facilities and such other information necessary for student development and should be made available to all students. It also includes regular comprehensive orientation program held for new and continuing students responsive to their needs, including orientation on the dynamics and nature of persons with disabilities, and relevant laws and policies affecting persons with disabilities.', 'Student Welfare Services The Isabela State University, through the Office of Student Affairs and Services (OSAS), provides a comprehensive range of programs and services designed to complement and enhance students’ academic experiences. These include informative activities, guidance and counseling, career and placement assistance, and other peer support initiatives that aim to foster the personal, social, and emotional well-being of all students—particularly those from underrepresented or marginalized groups. The University ensures that every learner, regardless of sex, gender identity and expression, ethnicity, religion, socioeconomic status, or disability, receives equal access to guidance and support. Through academic advising, psychosocial counselling, career development, and inclusive activities, the OSAS promotes holistic student growth and helps build a nurturing campus environment where diversity and inclusion are valued and actively supported. The University implements the following student services: A. Information and Orientation Services These are informative activities and materials designed to facilitate student adjustment to life in tertiary/higher education. This service consists of information materials on institutional mission, vision and goals, academic, rules and regulations, student conduct and discipline, student programs, services and facilities and such other information necessary for student development and should be made available to all students. It also includes regular comprehensive orientation program held for new and continuing students responsive to their needs, including orientation on the dynamics and nature of persons with disabilities, and relevant laws and policies affecting persons with disabilities. An organized, updated, and readily available educational, career, and personal/social materials in different accessible formats are also provided to students. Information materials include statutes affecting students such as: a. R.A. 9262 or Anti-Violence Against Women and Children Act b. Guidelines on drug abuse prevention and control c. R.A. 7877 or the Anti-Sexual Harassment Act of 1995 d. HIV AIDS awareness e. Self-care and healthy lifestyle f. R.A. 9442, particularly on the provision on public ridicule and vilification against persons with disability g. Smoke Free Policy of the University B. Guidance and Counseling Services']","The university provides several health-related services through its Information and Orientation Services and Guidance and Counseling Services, including HIV/AIDS awareness, self-care tips for a healthy lifestyle, and guidelines on drug abuse prevention.

Do you want more details about any specific service?","The University provides medical and dental services headed by the University Physician, including a medical-dental examination for all new students; consultation and treatment are available on school days, the first dose of medicine is free while stocks last, and dental extraction and prophylaxis are included.",0.6,0.7809830821522639,0.0,0.0
How does ISU handle student housing and the monitoring of boarding houses?,"['The University has established and organized partnership with the ISU-Owners of Accredited Boarding Houses and Dormitories Association (ISU-OABHDA). The ISU-OAHBDA is registered to the Securities and Exchange Commission (SEC) with Company Registration No. CN201111606. Its general objective is to unite and organize all the owners of Registered and Accredited Boarding Houses and Dormitories of San Fabian, Echague, Isabela, and provide an avenue to safeguard the common interest and welfare of students residing in their care.', '48 | S T U D E N T M A N U A L stocks are available. Dental extraction and prophylaxis are included in the dental services. e. Multi-faith Services. The university provides an environment conducive to free expression of one’s religious orientation in accordance with institutional principles and policies. f. Student Housing and Residential Services. The University provides housing facilities which shall be equipped and maintained at an affordable price. Separate dormitories for male and female occupants are managed by dormitory matrons who supervise as well as extend counseling services to all dormitory occupants. This unit is also in-charge of regular monitoring of private boarding houses outside the campus. g. Food Services. The University leases spaces for canteens or cafeterias which provide meals, snacks, school supplies, and grocery items at reasonable prices. The University, through the Medical Unit, monitors the sanitation and safety of the foods served. h. Sports and Socio-Cultural Services. The University acknowledges the need of students to become physically and socially active and competent individuals through sports and socio – cultural activities hence, it implements and encourages programs and activities for the holistic development of students. i. Safety and Security Services. The Security provides safety and security to all students, University staff and personnel and university properties. It enforces traffic rules and regulations and maintains peace and order within the campus. j. Social and Community Involvement Programs. The university provides programs and opportunities designed to develop']","ISU handles student housing by providing separate dormitories for male and female students, managed by dormitory matrons who also offer counseling services. For private boarding houses outside the campus, ISU works with the ISU-Owners of Accredited Boarding Houses and Dormitories Association (ISU-OABHDA) to monitor these facilities.

Do you want more details on how ISU-OABHDA operates?","ISU provides affordable separate dormitories for male and female students managed by dormitory matrons (with free Wi-Fi and electricity), and the Student Housing and Residential Services unit regularly monitors and accredits private boarding houses outside campus, in partnership with the ISU-OABHDA.",1.0,0.7492554308068481,0.3333333333333333,0.99999999995
What are the library's operating hours according to the Campus Facilities Guide?,"['Campus Map The map below shows the layout of all major facilities within the campus grounds. Pathways highlighted in light gray indicate main pedestrian routes. The campus covers approximately 4.5 hectares with dedicated zones for academic, recreational, and administrative functions. Figure 2 — Campus Facilities Map (Not to scale) Other Notable Facilities Library — The campus library holds over 25,000 volumes and provides access to online academic databases. Study rooms are available for individual and group use. Open daily from 7:30 AM to 6:00 PM on weekdays, and 8:00 AM to 12:00 PM on Saturdays. Gymnasium & Covered Court — The gymnasium accommodates basketball, volleyball, and badminton. The covered court also serves as venue for school events and convocations. Students may use the gym from 6:00 AM to 8:00 PM daily. IT Center — Equipped with 80 desktop workstations, the IT Center provides students with computer access, printing services, and Wi-Fi support. The help desk assists with account setup and technical issues. Campus Administration Office | AY 2025–2026 | For inquiries, email: admin@campus.edu.ph [Image description] A campus facilities map displays nine colored rectangular boxes representing different areas: Library, Gymnasium, Science Blog, Admin Blog, Canteen, IT Center, Open Court, and Parking Area. The map is overlaid with a grid of intersecting gray lines.']","The library operates from 7:30 AM to 6:00 PM on weekdays and from 8:00 AM to 12:00 PM on Saturdays. 

Do you need more details about other facilities too?","The library is open weekdays from 7:30 AM to 6:00 PM and on Saturdays from 8:00 AM to 12:00 PM, and it holds over 25,000 volumes.",1.0,0.6888731211015126,1.0,0.9999999999
Which offices are housed in the Main Administration Building and what are its hours?,"[""Campus Facilities Guide Your Complete Reference to Campus Buildings & Services Welcome to Our Campus This guide provides an overview of all major facilities available to students, faculty, and staff. Whether you are a new student finding your way around or a returning member of the community, this reference will help you locate key buildings, understand operating hours, and access the services you need throughout the academic year. Main Administration Building The Main Administration Building serves as the central hub of campus operations. It houses the Office of the Registrar, the Finance Office, the Office of Student Affairs, and the Office of the Campus President. The building is open Monday to Friday, 8:00 AM – 5:00 PM. Figure 1 — Main Administration Building, North Wing Key Offices & Contact Numbers Office Location Contact Registrar's Office Admin Bldg, Room 101 (02) 8123-4501 Finance Office Admin Bldg, Room 102 (02) 8123-4502 Student Affairs Admin Bldg, Room 201 (02) 8123-4510 IT Help Desk IT Center, Ground Flr (02) 8123-4600 Library Services Library Bldg (02) 8123-4700 Health Services Clinic, Admin Annex (02) 8123-4800 Campus Security Gate 1 Guard House (02) 8123-4900 [Table] |Office|Location|Contact| |---|---|---| |Registrar's Office|Admin Bldg, Room 101|(02) 8123-4501| |Finance Office|Admin Bldg, Room 102|(02) 8123-4502| |Student Affairs|Admin Bldg, Room 201|(02) 8123-4510| |IT Help Desk|IT Center, Ground Flr|(02) 8123-4600| |Library Services|Library Bldg|(02) 8123-4700| |Health Services|Clinic, Admin Annex|(02) 8123-4800| |Campus Security|Gate 1 Guard House|(02) 8123-4900|""]","The Main Administration Building houses the Office of the Registrar, Finance Office, Student Affairs, and the Office of the Campus President. It's open Monday to Friday from 8:00 AM to 5:00 PM.

Do you need more details on any specific office inside the building?","The Main Administration Building houses the Office of the Registrar, the Finance Office, the Office of Student Affairs, and the Office of the Campus President, and is open Monday to Friday from 8:00 AM to 5:00 PM.",1.0,0.0,1.0,0.9999999999
What is the Facebook page of the Office of Student Affairs and Services?,"['Office of Student Affairs and Services Student’s Center Bldg., Isabela State University, San Fabian, Echague, Isabela 3309, Philippines @ISU.OSAS | www.isu.edu.ph | osas@isu.edu.ph | Isabela State University Republic of the Philippines ISABELA STATE UNIVERSITY Echague, Isabela OFFICE OF STUDENT AFFAIRS & SERVICES STUDENT ORGANIZATION UNIT OATH TO OFFICE I, ______________________________(Name) having been elected to the position of __________________________________________(Position) of the __________________________________(name of the organization) for the SY _______________, do hereby solemnly swear that I will discharge to the best of my ability, all the duties and responsibilities to the position to which I have been elected, to enhance the quality of service of the University, to my University, to my country, uphold and protect the Constitution and By-Laws of the organization without mental reservation of purpose of evasion. So help me God! Inducting Officer: __________________________ In witness: __________________________ ISUE-OSS-OTO-100 Effectivity:July 07, 2022 Revision: 0 [Image description] The image shows a horizontal green banner containing five distinct logos. From left to right, the logos represent: 1. **PCA (Proficiency in Quality Management)**: A green banner with a circular emblem featuring a star and text in white and red. 2. **Prime-HRN**: A cream-colored banner with a laurel wreath design and the text ""Prime-HRN"" in black. 3. **SUCIN LEVEL**: A black banner with the text ""SUCIN LEVEL"" in white. 4. **ISO CERTIFIED**: A green banner with a white checkmark and the text ""ISO CERTIFIED"" in white. 5. **Certified**: A green banner with a white checkmark and the text ""CERTIFIED"" in white. Each logo is enclosed within a green rectangular border and accompanied by a text description below it. [Image description] The image shows the emblem of Sabela State University, established in 1978. The circular emblem has a green outer ring and a gold border. Inside, a yellow sunburst radiates outward from a central blue flame. Below the flame, a green field with faint grid lines extends to the horizon. The text ""SABELA STATE UNIVERSITY"" is inscribed in white around the top and bottom edges of the emblem, and the year ""1978"" is written in white at the bottom center.']","I don't have that specific information handy. The contact details provided include an email and website but not a Facebook page.

Do you need help with anything else from ISU?",The OSAS Facebook page is https://www.facebook.com/ISU.OSAS.,0.5,0.0,0.0,0.0
How far in advance must an Activity Permit be filed?,"['42 | S T U D E N T M A N U A L 5. Membership Membership to an organization shall be determined by the organization itself as embodied in its constitution and by-laws. 6. Qualification of Candidates Election procedures and filing of candidacy for any position in any organization shall be in conformity with the provisions of its constitution. 7. Conduct of Student Activities All organizations shall be required to file an Activity Permit within five (5) working days before their scheduled activity with complete attachments such as the action plan, communications, training proposal/ activity proposal and program or invitation. 8. Nature of Activity Organizations are encouraged to conduct relevant activities which are focused on the following areas: educational, religious/moral, social, cultural, entrepreneurial, environmental, financial matters, etc.', '71 | S T U D E N T M A N U A L recognition after a thorough investigation by the Chief of Student Organization and with the approval of the Director of OSAS. Guidelines for the Conduct of Student Activities For activities to be held either inside or outside the campus, the following procedures shall be followed: a. Secure and submit in triplicate a duly accomplished Activity Permit for the approval of the Director/Chief OSAS; b. Implement proposed activities in line with the vision and mission of the University; c. Penalize non-participating members in student activities, the nature of which shall be determined by the concerned organization duly supported by a resolution. If fine is imposed, it should not exceed fifty pesos (P 50.00) per day; and d. Conduct activities not within one week before the Midterm and Final Examinations. Requirements for Student Activities a. Fund Raising Activities An organization shall accomplish the following: a.1. Request letter stating the nature, purpose, date, time and venue of the activity; a.2. Statement of projected income and expenses; a.3. Manner in which the fund shall be used; and a.4. Names of students directly in-charge of the fund-raising activity. b. Raffles conducted on campus for fund raising shall be governed by the following rules: b.1. Application to conduct raffle shall be filed at the OSAS at least one (1) month before the said activity;']","An Activity Permit should be filed within five working days before the scheduled activity.

Do you need more details on what needs to be included with the permit?","An Activity Permit must be filed within five working days before the scheduled activity, with complete attachments such as the action plan, communications, training/activity proposal, and program or invitation.",1.0,0.736253510401596,1.0,0.9999999999
What are the rules for conducting raffles on campus for fundraising?,"['b.2. The application shall indicate the prizes, price per ticket, date, place and time of the raffle; b.3. A time limit of one month shall be allowed for any organization to raffle off the prizes. Any extension of time shall be approved by the OSAS; and b.4. The list of winners shall be posted on bulletin boards all over the campus. c. Solicitation letters shall be signed by the president of the student organization, the adviser, and the Director/Chief of the OSAS. Solicitation letters and solicited funds or merchandise shall be systematically controlled and monitored. d. For Symposia/Lectures/Seminar workshops/Trainings, the following are the requirements in the conduct of the said activities: d.1. Training design; d.2. Speakers’ profile or bio-data; d.3. Copy of the program; and d.4. Outline of Topic/s', '72 | S T U D E N T M A N U A L b.2. The application shall indicate the prizes, price per ticket, date, place and time of the raffle; b.3. A time limit of one month shall be allowed for any organization to raffle off the prizes. Any extension of time shall be approved by the OSAS; and b.4. The list of winners shall be posted on bulletin boards all over the campus. c. Solicitation letters shall be signed by the president of the student organization, the adviser, and the Director/Chief of the OSAS. Solicitation letters and solicited funds or merchandise shall be systematically controlled and monitored. d. For Symposia/Lectures/Seminar workshops/Trainings, the following are the requirements in the conduct of the said activities: d.1. Training design; d.2. Speakers’ profile or bio-data; d.3. Copy of the program; and d.4. Outline of Topic/s Appendix F RIGHTS OF THE STUDENTS Students of the University have the right to: a. Receive quality and relevant education through competent instruction in accordance to national goals, educational objectives, and the standards of the university for their full development as human beings; b. Receive guidance and counselling services to provide them with appropriate opportunities to better understand themselves, to make decisions, and to select the field of works suited to their potentials; c. Express freely their beliefs and opinions as long as these do not disrupt the administrative, academic and discipline of the university;']","For conducting raffles on campus, you need to follow these steps:

- **Indicate prizes**, price per ticket, date, place, and time.
- The raffle must be completed within one month; any extension needs OSAS approval.
- Post the list of winners on bulletin boards all over the campus.

Do you want more details about solicitation letters or other fundraising activities?","An application to conduct a raffle must be filed at the OSAS at least one month before the activity, must indicate the prizes, price per ticket, date, place, and time, is allowed a one-month time limit (any extension approved by OSAS), and the list of winners must be posted on bulletin boards all over the campus.",1.0,0.6820098079053709,0.75,0.99999999995
What is the maximum fine for organization members who do not participate in activities?,"['71 | S T U D E N T M A N U A L recognition after a thorough investigation by the Chief of Student Organization and with the approval of the Director of OSAS. Guidelines for the Conduct of Student Activities For activities to be held either inside or outside the campus, the following procedures shall be followed: a. Secure and submit in triplicate a duly accomplished Activity Permit for the approval of the Director/Chief OSAS; b. Implement proposed activities in line with the vision and mission of the University; c. Penalize non-participating members in student activities, the nature of which shall be determined by the concerned organization duly supported by a resolution. If fine is imposed, it should not exceed fifty pesos (P 50.00) per day; and d. Conduct activities not within one week before the Midterm and Final Examinations. Requirements for Student Activities a. Fund Raising Activities An organization shall accomplish the following: a.1. Request letter stating the nature, purpose, date, time and venue of the activity; a.2. Statement of projected income and expenses; a.3. Manner in which the fund shall be used; and a.4. Names of students directly in-charge of the fund-raising activity. b. Raffles conducted on campus for fund raising shall be governed by the following rules: b.1. Application to conduct raffle shall be filed at the OSAS at least one (1) month before the said activity;']","The maximum fine for non-participating members in student activities should not exceed fifty pesos (P 50.00) per day.

Do you need more details on penalties or other guidelines for student activities?","If a fine is imposed on non-participating members, it should not exceed fifty pesos (Php 50.00) per day.",1.0,0.5552861538347982,1.0,0.9999999999
What is the prescribed student attire policy and what clothing is not allowed?,"['77 | S T U D E N T M A N U A L 1.4. Unruly and boisterous behaviour. Article V. Student Attire Section 1. Students shall wear their prescribed school uniform at all times. Section 2. P.E./NSTP/Organization uniforms shall only be worn during designated schedules. Section 3. Any indecent outfit such as, but not limited to: plunging necklines, see-through, backless, mini-skirts or shorts, tight fitted pants, tattered pants shall not be allowed. Appendix H PROCEDURES FOR THE SETTLEMENT OF COMPLAINTS/ GRIEVANCES 1. Any student, faculty/ staff or the University may file a complaint, or a charge against a student. 2. The complaint or charge must be in writing under oath. 3. For cases classified as minor offenses, the complaint or charge must be filed with the office of the College Dean where the studentbelongs. 4. Upon receipt of the complaint, the College Dean shall constitute the College Committee on Discipline (CCD). 5. The College Committee on Discipline (CCD) shall compose of the Program Chair/ Department Chair as case may be as Chairman, where the student belongs, the SBO adviser, two faculty members and the SBO President or representative. 6. Within (5) days from its constitution, the College Committee on Discipline (CCD) shall issue summons to the respondents with the copy of the complaint. 7. Service of summons may be by personal delivery or by registered mail. If the respondent is a minor, the summons shall be served to the parents or guardians.', '32 | S T U D E N T M A N U A L Student Development First Year Php 1,000.00 Second Year Php 800.00 Third Year Php 600.00 Fourth Year Php 400.00 Laboratory fees Computer Php 1000.00/subject Technical Php 500.00/subject Medical/Health Php 400.00/subject 28. SCHOOL UNIFORM Wearing of the following prescribed University uniforms shall be strictly enforced to students at all times within the campus. 28.a. Official School Uniform / ID Monday - Friday School ID 28.a.1. MALE: Monday, Tuesday, and Thursday -White Polo with ISU seal patch on the left chest -Black straight-cut pants -Close black leather shoes and black socks Wednesday -Ordinary attire Friday -Organization uniform Note: Hair style- Barber cut', '33 | S T U D E N T M A N U A L 28.a.2. FEMALE Monday and Thursday -White long sleeve blouse with necktie Tuesday -White short-sleeve blouse with ribbon -Gianpolycheck A-cut skirt below the knee -Close black leather shoes Wednesday -Ordinary attire Friday -Organization uniform 28.b. OJT Uniform OJT students (program-based) 28.c. P.E. Uniform All P.E. students shall wear the prescribed University P.E. uniform during P.E. classes only. 29. Identification Card All students shall wear official school I.D at all times while in the campus. The said I.D. shall be validated every term in the Registrar’s Office.']","The prescribed student attire policy requires wearing the official ISU uniform Monday through Thursday, with some days allowing for specific variations like ordinary attire on Wednesday or organization uniforms on Friday. For males, this includes a white polo shirt with an ISU seal patch and black straight-cut pants; females are to wear a white long-sleeve blouse with necktie or short-sleeve blouse with ribbon and gianpolycheck A-cut skirt.

Clothing that is not allowed includes anything indecent such as plunging necklines, see-through materials, backless designs, mini-skirts or shorts, tight-fitting pants, and tattered pants. These rules apply strictly within the campus at all times.

Do you need more details on specific uniform requirements for different days?","Students must wear the prescribed school uniform at all times; indecent outfits such as plunging necklines, see-through tops, backless tops, mini-skirts or shorts, tight-fitted pants, and tattered pants are not allowed.",0.9090909090909091,0.6404703877811043,1.0,0.99999999995
